brand_name,os,screen_size,4g,5g,main_camera_mp,selfie_camera_mp,int_memory,ram,battery,weight,release_year,days_used,new_price,used_price
LG,Android,12.7,yes,no,8.0,5.0,32.0,4.0,2540.0,137.0,2015,930,139.46,41.81
LG,Android,11.27,yes,no,8.0,1.0,32.0,4.0,2100.0,124.4,2015,1003,121.63,36.34
LG,Android,10.95,yes,no,5.0,0.3,32.0,4.0,1900.0,140.0,2015,696,120.17,48.16
LG,Android,10.16,yes,no,5.0,0.3,16.0,4.0,1900.0,128.0,2015,652,90.93,36.56
LG,Android,13.49,yes,no,13.0,2.1,16.0,4.0,3000.0,152.0,2015,561,270.41,135.22
LG,Android,10.95,yes,no,5.0,0.3,16.0,4.0,2100.0,138.9,2014,695,50.87,20.43
LG,Android,12.7,no,no,8.0,1.3,32.0,4.0,2460.0,140.45,2014,959,130.93,39.21
LG,Android,10.95,no,no,8.0,0.3,16.0,4.0,1820.0,153.7,2014,778,99.78,39.93
LG,Android,13.49,yes,no,13.0,2.1,32.0,4.0,3000.0,149.0,2014,588,250.83,125.48
LG,Android,14.13,yes,no,13.0,2.1,32.0,4.0,3000.0,182.0,2014,776,252.16,100.9
LG,Android,10.95,yes,no,5.0,0.3,16.0,4.0,2100.0,129.6,2014,1025,102.0,30.55
LG,Android,10.64,no,no,5.0,0.3,16.0,4.0,1540.0,119.0,2014,890,90.76,27.39
LG,Android,10.64,no,no,5.0,0.3,16.0,4.0,1700.0,140.45,2014,564,91.69,45.86
LG,Android,13.49,no,no,13.0,1.3,32.0,4.0,3000.0,163.0,2014,1000,238.69,71.7
LG,Android,12.7,no,no,8.0,1.0,32.0,4.0,2540.0,137.0,2014,646,101.47,40.63
LG,Android,10.95,no,no,8.0,0.3,16.0,4.0,1900.0,145.0,2014,708,110.07,44.12
LG,Android,20.32,yes,no,5.0,1.3,16.0,4.0,4200.0,344.0,2014,775,238.21,95.38
LG,Android,13.81,yes,no,8.0,1.3,32.0,4.0,3200.0,167.0,2014,1009,270.17,81.03
LG,Android,13.02,yes,no,13.0,2.1,32.0,4.0,2610.0,146.8,2014,952,360.98,108.38
LG,Android,17.78,yes,no,5.0,0.3,16.0,4.0,4000.0,294.8,2014,708,189.3,75.94
LG,Android,10.16,no,no,3.15,0.3,16.0,4.0,1900.0,142.0,2014,715,101.94,40.98
LG,Android,7.94,no,no,2.0,1.3,16.0,4.0,1540.0,140.45,2014,952,61.35,18.48
LG,Android,13.81,yes,no,8.0,1.3,32.0,4.0,3200.0,168.1,2014,1048,298.72,89.78
LG,Android,13.49,yes,no,13.0,2.1,32.0,4.0,3000.0,154.0,2014,752,331.01,132.27
LG,Android,12.7,no,no,8.0,1.3,32.0,4.0,2540.0,140.45,2014,801,210.11,63.18
LG,Android,12.7,yes,no,8.0,1.3,32.0,4.0,2540.0,134.0,2014,780,189.45,75.79
LG,Android,10.64,no,no,5.0,0.3,16.0,4.0,2100.0,127.0,2014,563,189.68,94.66
LG,Android,13.49,yes,no,13.0,2.1,32.0,4.0,3000.0,149.7,2014,909,299.56,89.88
LG,Android,13.49,yes,no,13.0,2.1,16.0,4.0,3000.0,149.0,2014,688,298.78,119.61
LG,Android,11.27,yes,no,8.0,1.3,32.0,4.0,3000.0,136.1,2014,980,129.55,38.8
LG,Android,25.56,yes,no,5.0,1.3,16.0,4.0,8000.0,535.8,2014,569,270.69,135.54
LG,Android,25.56,no,no,5.0,1.3,16.0,4.0,8000.0,523.0,2014,910,261.43,78.56
LG,Android,20.32,no,no,5.0,1.3,16.0,4.0,4200.0,342.0,2014,782,221.46,88.46
LG,Android,17.78,no,no,3.15,1.3,32.0,4.0,4000.0,293.0,2014,1015,159.43,47.93
LG,Android,12.7,no,no,5.0,0.3,16.0,4.0,2540.0,140.45,2014,722,119.88,47.96
LG,Android,11.27,yes,no,5.0,0.3,32.0,4.0,2440.0,123.9,2014,1005,219.14,65.69
LG,Android,10.64,no,no,5.0,0.3,16.0,4.0,2100.0,126.0,2014,751,151.03,60.38
LG,Android,20.8,yes,no,5.0,1.3,16.0,4.0,4600.0,339.9,2014,996,218.35,65.46
LG,Android,10.95,yes,no,5.0,0.3,16.0,4.0,2440.0,129.6,2014,592,198.64,99.2
LG,Android,11.27,yes,no,13.0,1.3,32.0,4.0,2440.0,121.0,2014,632,239.36,95.7
LG,Android,11.27,yes,no,8.0,1.3,32.0,4.0,2440.0,121.0,2014,888,180.25,54.14
LG,Android,11.27,no,no,8.0,1.3,32.0,4.0,2440.0,121.0,2014,646,159.68,64.01
LG,Android,11.27,no,no,5.0,0.3,32.0,4.0,2540.0,125.0,2014,597,290.03,145.16
LG,Android,11.27,no,no,5.0,1.3,32.0,4.0,2540.0,126.0,2014,1018,170.05,50.96
LG,Android,10.95,no,no,5.0,0.3,16.0,4.0,2100.0,124.0,2014,1091,150.23,45.06
LG,Android,10.95,no,no,5.0,0.3,16.0,4.0,2100.0,126.6,2014,601,128.97,51.5
LG,Android,8.41,no,no,3.15,1.3,16.0,4.0,2540.0,114.0,2014,646,79.66,31.97
LG,Android,8.41,no,no,3.15,1.3,16.0,4.0,2540.0,113.4,2014,778,90.58,36.07
LG,Android,14.13,yes,no,13.0,2.1,16.0,4.0,3200.0,172.0,2014,853,310.28,92.95
LG,Android,7.62,no,no,2.0,1.3,16.0,4.0,1540.0,104.6,2014,673,91.09,36.37
LG,Android,10.16,yes,no,5.0,0.3,16.0,4.0,2460.0,159.9,2014,744,229.25,91.73
LG,Android,13.49,yes,no,13.0,2.1,32.0,4.0,3140.0,167.0,2013,662,250.91,100.33
LG,Android,25.24,yes,no,8.0,1.3,16.0,4.0,2300.0,130.0,2013,633,261.47,104.59
LG,Android,15.24,yes,no,13.0,2.1,32.0,4.0,3500.0,177.0,2013,984,359.86,107.96
LG,Others,10.16,no,no,5.0,1.3,16.0,4.0,1540.0,122.5,2013,1093,150.27,45.1
LG,Android,13.49,no,no,8.0,1.3,32.0,4.0,3140.0,161.0,2013,803,250.23,74.97
LG,Android,13.49,no,no,8.0,1.3,32.0,4.0,3140.0,161.0,2013,670,240.54,96.18
LG,Android,7.94,no,no,3.15,1.3,16.0,4.0,1540.0,110.0,2013,949,70.39,21.17
LG,Android,20.8,no,no,5.0,1.3,16.0,4.0,4600.0,338.0,2013,780,301.47,120.62
LG,Android,13.02,yes,no,13.0,2.1,16.0,4.0,3000.0,143.0,2013,1077,270.51,81.26
LG,Android,11.27,no,no,8.0,1.3,32.0,4.0,2150.0,120.0,2013,880,250.86,75.18
LG,Android,10.16,yes,no,5.0,0.3,32.0,4.0,2460.0,169.8,2013,914,260.33,78.19
LG,Android,11.27,no,no,13.0,1.3,16.0,4.0,2280.0,141.2,2013,668,268.96,107.73
LG,Android,8.89,no,no,3.15,1.3,16.0,4.0,1700.0,125.0,2013,592,110.43,55.2
LG,Android,8.89,no,no,3.15,1.3,16.0,4.0,1700.0,125.0,2013,1008,109.77,32.96
LG,Android,7.94,no,no,3.15,1.3,16.0,4.0,1540.0,110.0,2013,941,59.36,17.83
LG,Android,10.16,yes,no,5.0,0.3,16.0,4.0,2460.0,113.4,2013,703,99.11,39.7
LG,Android,10.64,yes,no,5.0,1.3,32.0,4.0,2460.0,129.0,2013,718,269.93,108.01
LG,Android,11.27,yes,no,8.0,1.3,32.0,4.0,2540.0,133.2,2013,970,149.39,44.96
LG,Android,10.95,yes,no,5.0,1.3,16.0,4.0,2460.0,126.0,2013,910,202.04,60.66
LG,Android,10.64,yes,no,5.0,1.3,32.0,4.0,2150.0,131.0,2013,646,221.6,88.73
LG,Android,13.49,yes,no,13.0,2.1,16.0,4.0,3140.0,172.0,2013,733,399.73,159.93
LG,Android,10.64,no,no,8.0,0.3,16.0,4.0,2460.0,115.5,2013,644,150.71,60.18
LG,Android,10.64,no,no,8.0,0.3,16.0,4.0,2460.0,118.0,2013,565,181.16,90.62
LG,Android,10.16,no,no,5.0,1.3,16.0,4.0,1700.0,100.0,2013,723,119.83,47.91
LG,Android,10.16,no,no,5.0,1.3,16.0,4.0,1700.0,103.3,2013,1057,141.85,42.49
LG,Android,7.94,no,no,3.15,1.3,16.0,4.0,1540.0,110.0,2013,810,90.92,27.19
LG,Android,7.94,no,no,3.15,1.3,16.0,4.0,1540.0,107.0,2013,1054,89.9,26.96
LG,Android,7.62,no,no,2.0,1.3,16.0,4.0,1540.0,105.0,2013,631,58.2,23.22
LG,Others,5.4,no,no,1.3,1.3,16.0,4.0,1700.0,92.0,2013,766,39.03,15.82
LG,Others,5.4,no,no,1.3,1.3,128.0,4.0,1500.0,97.0,2013,564,90.32,45.32
Meizu,Android,15.56,yes,no,,20.0,64.0,4.0,4000.0,170.0,2019,295,199.56,138.09
Meizu,Android,19.84,yes,no,13.0,13.0,32.0,4.0,3000.0,150.0,2018,635,109.98,44.06
Meizu,Android,19.84,yes,no,13.0,8.0,16.0,4.0,3000.0,150.0,2018,698,89.21,35.8
Meizu,Android,15.24,yes,no,13.0,8.0,64.0,4.0,3600.0,168.0,2018,605,200.25,80.08
Meizu,Android,15.56,yes,no,13.0,20.0,128.0,4.0,3210.0,160.0,2018,653,199.54,80.0
Meizu,Android,13.81,yes,no,13.0,5.0,64.0,4.0,3100.0,159.0,2018,712,148.45,59.47
Meizu,Android,13.81,yes,no,13.0,5.0,32.0,4.0,3200.0,145.0,2018,606,99.66,39.85
Meizu,Android,15.24,yes,no,13.0,20.0,64.0,4.0,3100.0,154.0,2018,726,299.43,119.59
Meizu,Android,15.24,yes,no,13.0,20.0,128.0,4.0,3010.0,152.0,2018,576,408.45,204.13
Meizu,Android,16.03,yes,no,13.0,20.0,256.0,4.0,3570.0,182.0,2018,513,481.42,240.74
Meizu,Android,19.84,yes,no,13.0,8.0,16.0,4.0,3070.0,140.0,2018,564,139.92,69.92
Meizu,Android,13.81,yes,no,13.0,8.0,32.0,4.0,3300.0,145.0,2018,520,129.67,64.83
Meizu,Android,27.78,yes,no,13.0,20.0,64.0,4.0,3500.0,177.0,2018,530,480.75,240.3
Meizu,Android,20.0,yes,no,13.0,20.0,64.0,4.0,3000.0,152.0,2018,588,399.92,199.98
Meizu,Android,20.0,yes,no,12.0,20.0,64.0,4.0,3000.0,145.0,2018,722,240.77,96.26
Meizu,Android,28.42,yes,no,13.0,8.0,64.0,4.0,3360.0,160.0,2018,637,278.52,111.25
Meizu,Android,13.81,yes,no,16.0,8.0,32.0,4.0,3000.0,160.0,2018,675,148.96,59.55
Meizu,Android,13.02,yes,no,13.0,8.0,32.0,4.0,3070.0,143.0,2017,764,130.55,52.16
Meizu,Android,13.49,yes,no,12.5,16.0,16.0,4.0,4000.0,173.0,2017,786,171.49,68.44
Meizu,Android,13.81,yes,no,12.0,16.0,64.0,4.0,3500.0,170.0,2017,848,500.03,150.15
Meizu,Android,13.02,yes,no,12.0,16.0,64.0,4.0,3000.0,163.0,2017,785,400.22,160.08
Meizu,Android,12.7,yes,no,8.0,5.0,16.0,4.0,3235.0,135.0,2017,801,139.18,41.72
Meizu,Android,13.49,yes,no,13.0,8.0,64.0,4.0,3400.0,155.0,2017,650,209.97,84.06
Meizu,Android,13.02,yes,no,13.0,5.0,16.0,4.0,3000.0,143.0,2017,606,129.29,51.71
Meizu,Android,13.49,yes,no,13.0,5.0,16.0,4.0,3060.0,175.0,2016,789,189.84,76.01
Meizu,Android,13.81,yes,no,12.0,5.0,64.0,4.0,3400.0,158.0,2016,762,550.72,220.14
Meizu,Android,13.49,yes,no,16.0,5.0,16.0,4.0,3150.0,149.0,2016,718,188.0,75.1
Meizu,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2760.0,139.0,2016,908,160.21,48.12
Meizu,Android,13.49,yes,no,13.0,5.0,32.0,4.0,3260.0,158.0,2016,1054,189.2,56.91
Meizu,Android,13.02,yes,no,12.0,5.0,64.0,4.0,3060.0,163.0,2016,1084,429.35,128.81
Meizu,Android,13.02,yes,no,13.0,5.0,32.0,4.0,3060.0,138.0,2016,931,121.14,36.36
Meizu,Android,15.24,yes,no,13.0,5.0,64.0,4.0,3060.0,189.0,2016,757,270.3,108.04
Meizu,Android,13.49,yes,no,13.0,5.0,32.0,4.0,3060.0,172.0,2016,704,220.93,88.37
Meizu,Android,13.49,yes,no,12.0,5.0,32.0,4.0,3060.0,155.0,2016,606,298.24,119.23
Meizu,Android,12.7,yes,no,13.0,5.0,32.0,4.0,3060.0,138.0,2016,789,119.59,47.82
Meizu,Android,12.7,yes,no,13.0,5.0,32.0,4.0,3060.0,132.0,2016,869,129.55,38.94
Meizu,Android,13.02,yes,no,21.0,5.0,32.0,4.0,2560.0,160.0,2016,1063,409.41,122.62
Meizu,Android,13.49,yes,no,13.0,5.0,32.0,4.0,3060.0,163.0,2016,959,180.44,54.15
Meizu,Android,13.49,yes,no,13.0,5.0,16.0,4.0,3140.0,149.0,2015,966,170.9,51.19
Meizu,Android,13.81,yes,no,21.0,5.0,32.0,4.0,3050.0,168.0,2015,752,388.89,155.49
Meizu,Android,12.7,yes,no,13.0,5.0,16.0,4.0,3095.0,131.0,2015,791,129.04,51.73
Meizu,Android,13.49,yes,no,20.7,5.0,16.0,4.0,3150.0,149.0,2015,944,208.75,62.65
Meizu,Android,13.49,yes,no,13.0,5.0,16.0,4.0,3095.0,149.0,2015,725,201.15,80.55
Meizu,Android,13.49,yes,no,13.0,5.0,16.0,4.0,,145.0,2014,986,129.49,38.67
Meizu,Android,12.7,yes,no,13.0,5.0,32.0,4.0,2500.0,128.0,2015,629,99.9,39.92
Meizu,Android,13.49,yes,no,20.7,5.0,16.0,4.0,,158.0,2014,1043,399.67,119.86
Meizu,Android,18.42,yes,no,20.7,2.0,16.0,4.0,,147.0,2014,1007,339.04,101.65
Meizu,Android,12.86,no,no,8.0,2.0,16.0,4.0,2400.0,143.0,2013,878,370.37,111.16
Micromax,Android,12.7,yes,no,8.0,5.0,16.0,4.0,4000.0,151.0,2017,664,100.38,40.24
Micromax,Android,13.49,yes,no,13.0,5.0,32.0,4.0,4000.0,162.0,2017,607,140.94,56.27
Micromax,Android,10.16,yes,no,2.0,0.3,16.0,4.0,1300.0,120.0,2017,645,49.77,19.81
Micromax,Android,13.49,yes,no,13.0,13.0,128.0,4.0,3200.0,164.0,2017,879,359.7,107.78
Micromax,Android,10.95,yes,no,5.0,2.0,32.0,4.0,1800.0,140.0,2017,742,59.41,23.88
Micromax,Android,13.49,yes,no,8.0,5.0,32.0,4.0,3000.0,151.0,2017,859,101.49,30.4
Micromax,Android,12.7,yes,no,8.0,2.0,32.0,4.0,4000.0,151.0,2017,868,91.01,27.29
Micromax,Android,10.95,yes,no,5.0,2.0,32.0,4.0,1800.0,151.0,2017,808,79.96,23.95
Micromax,Android,10.95,yes,no,5.0,2.0,32.0,4.0,1800.0,156.0,2016,901,70.65,21.1
Micromax,Android,10.16,yes,no,5.0,2.0,32.0,4.0,1600.0,159.0,2016,564,59.41,29.74
Micromax,Android,12.7,yes,no,5.0,2.0,32.0,4.0,2000.0,165.0,2016,958,72.05,21.65
Micromax,Android,12.7,yes,no,8.0,5.0,16.0,4.0,2000.0,151.0,2016,562,79.41,39.8
Micromax,Android,15.24,yes,no,8.0,5.0,32.0,4.0,3000.0,159.0,2016,883,99.62,29.86
Micromax,Android,12.7,no,no,5.0,2.0,32.0,4.0,2000.0,159.0,2016,1026,49.63,14.86
Micromax,Android,13.49,no,no,8.0,5.0,32.0,4.0,2500.0,159.0,2016,999,71.7,21.45
Micromax,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2500.0,159.0,2016,617,100.15,40.21
Micromax,Android,10.95,yes,no,5.0,5.0,32.0,4.0,1750.0,159.0,2016,962,101.08,30.42
Micromax,Android,13.49,no,no,8.0,5.0,16.0,4.0,2500.0,159.0,2016,1073,79.89,23.96
Micromax,Android,13.49,yes,no,13.0,5.0,16.0,4.0,3000.0,159.0,2016,683,178.79,71.58
Micromax,Android,13.49,yes,no,13.0,8.0,32.0,4.0,3000.0,162.0,2016,736,90.78,36.25
Micromax,Android,12.7,no,no,5.0,2.0,32.0,4.0,3000.0,143.0,2015,750,169.37,67.95
Micromax,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2100.0,128.0,2015,992,128.68,38.54
Micromax,Android,13.49,yes,no,13.0,5.0,16.0,4.0,2500.0,145.0,2015,1031,149.58,44.84
Micromax,Android,11.27,yes,no,8.0,5.0,32.0,4.0,2000.0,143.0,2015,704,90.63,36.21
Micromax,Android,12.7,no,no,13.0,5.0,16.0,4.0,2500.0,143.0,2015,725,121.76,48.87
Micromax,Android,12.7,yes,no,8.0,2.0,16.0,4.0,2000.0,155.0,2015,567,58.61,29.32
Micromax,Android,13.02,yes,no,13.0,5.0,16.0,4.0,2900.0,143.0,2015,747,167.8,67.23
Micromax,Android,13.49,no,no,13.0,5.0,32.0,4.0,2820.0,143.0,2015,925,150.93,45.27
Micromax,Android,12.7,no,no,13.0,2.0,32.0,4.0,2500.0,135.0,2015,669,90.3,36.0
Micromax,Android,8.41,no,no,1.3,0.3,16.0,4.0,1200.0,143.0,2015,731,39.44,15.85
Micromax,Android,12.7,no,no,8.0,5.0,32.0,4.0,2800.0,144.0,2015,1014,120.42,36.06
Micromax,Android,11.43,yes,no,8.0,5.0,16.0,4.0,2000.0,97.0,2015,898,250.73,75.09
Micromax,Android,20.32,no,no,5.0,2.0,32.0,4.0,4000.0,143.0,2015,625,131.91,52.72
Micromax,Android,12.7,yes,no,13.0,5.0,16.0,4.0,2260.0,143.0,2015,794,229.87,92.01
Micromax,Android,10.95,no,no,5.0,2.0,32.0,4.0,1700.0,136.0,2015,624,91.28,36.69
Micromax,Android,15.24,no,no,8.0,2.0,32.0,4.0,3000.0,143.0,2015,675,139.55,55.68
Micromax,Android,12.7,no,no,13.0,5.0,16.0,4.0,2400.0,143.0,2015,810,149.49,44.63
Micromax,Android,11.27,no,no,8.0,2.0,32.0,4.0,2000.0,143.0,2015,1064,110.42,33.22
Micromax,Android,13.49,no,no,5.0,0.3,32.0,4.0,2820.0,143.0,2015,601,108.89,43.59
Micromax,Android,11.27,no,no,8.0,2.0,32.0,4.0,2000.0,134.0,2015,901,68.7,20.55
Micromax,Android,10.16,no,no,0.3,0.3,16.0,4.0,1200.0,123.0,2015,734,60.96,24.43
Micromax,Android,12.7,no,no,8.0,2.0,32.0,4.0,3000.0,170.0,2015,957,128.04,38.48
Micromax,Android,10.16,no,no,2.0,0.3,16.0,4.0,1450.0,143.0,2015,740,60.11,24.24
Micromax,Android,12.7,no,no,5.0,0.3,16.0,4.0,1800.0,143.0,2015,801,79.68,23.89
Micromax,Android,10.95,no,no,5.0,0.3,32.0,4.0,1700.0,143.0,2015,667,89.63,35.98
Micromax,Android,10.16,no,no,2.0,0.3,16.0,4.0,1300.0,146.5,2014,1052,58.67,17.56
Micromax,Android,10.95,no,no,8.0,2.0,32.0,4.0,2000.0,138.0,2015,798,97.96,39.13
Micromax,Android,20.32,no,no,5.0,2.0,32.0,4.0,4400.0,310.5,2015,604,149.34,59.78
Micromax,Android,17.78,no,no,5.0,0.3,32.0,4.0,3200.0,306.0,2015,981,88.83,26.54
Micromax,Android,11.27,no,no,13.0,13.0,16.0,4.0,2300.0,138.0,2014,575,239.57,119.65
Micromax,Android,12.7,no,no,8.0,2.0,32.0,4.0,3000.0,143.0,2015,954,150.09,45.12
Micromax,Android,11.27,no,no,8.0,5.0,32.0,4.0,2000.0,123.0,2014,672,149.26,59.51
Micromax,Android,10.95,no,no,5.0,2.0,16.0,4.0,1700.0,136.0,2014,920,78.93,23.69
Micromax,Android,12.7,no,no,13.0,5.0,32.0,4.0,2500.0,146.5,2014,871,170.29,51.05
Micromax,Android,10.16,no,no,2.0,0.3,16.0,4.0,2000.0,146.5,2014,1032,69.24,20.73
Micromax,Android,13.49,no,no,8.0,2.0,32.0,4.0,2350.0,146.0,2014,1066,139.04,41.58
Micromax,Android,12.7,no,no,8.0,2.0,32.0,4.0,2000.0,138.0,2014,1054,169.7,50.71
Micromax,Android,10.16,no,no,5.0,0.3,16.0,4.0,1750.0,146.5,2014,1050,90.29,27.02
Micromax,Android,13.49,no,no,16.0,5.0,32.0,4.0,2300.0,146.5,2014,756,302.11,120.73
Micromax,Windows,12.7,no,no,8.0,2.0,32.0,4.0,2000.0,146.5,2014,668,121.61,48.6
Micromax,Windows,10.16,no,no,5.0,0.3,32.0,4.0,1500.0,146.5,2014,855,78.74,23.63
Micromax,Android,10.16,no,no,2.0,0.3,16.0,4.0,2100.0,146.5,2014,730,58.68,23.4
Micromax,Android,11.27,no,no,5.0,2.0,16.0,4.0,2000.0,158.0,2014,797,90.06,35.92
Micromax,Android,12.7,no,no,5.0,0.3,16.0,4.0,1900.0,180.0,2014,759,90.56,36.25
Micromax,Others,6.35,no,no,0.3,2.0,16.0,4.0,3000.0,146.5,2014,664,19.87,7.87
Micromax,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,159.0,2014,791,122.17,48.77
Micromax,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,168.0,2014,584,111.18,55.56
Micromax,Android,15.24,no,no,5.0,0.3,32.0,4.0,2500.0,202.0,2014,653,101.64,40.68
Micromax,Android,10.16,no,no,2.0,0.3,512.0,0.25,1600.0,146.5,2014,930,49.58,15.08
Micromax,Others,5.72,no,no,0.3,0.3,16.0,4.0,2800.0,260.0,2013,1037,19.1,5.89
Micromax,Others,5.56,no,no,0.3,0.3,16.0,4.0,1800.0,118.0,2013,868,18.93,5.55
Micromax,Others,14.6,no,no,0.3,0.3,16.0,4.0,1750.0,87.6,2013,599,9.89,4.81
Micromax,Android,12.7,no,no,8.0,2.0,16.0,4.0,1900.0,146.5,2014,633,188.74,75.5
Micromax,Android,8.41,no,no,1.3,2.0,512.0,0.25,1500.0,146.5,2014,876,49.37,14.87
Micromax,Android,12.7,no,no,16.0,8.0,32.0,4.0,2350.0,154.0,2014,888,239.57,71.86
Micromax,Android,11.27,no,no,8.0,5.0,16.0,4.0,1800.0,110.0,2014,883,170.94,51.5
Micromax,Android,10.95,no,no,5.0,5.0,16.0,4.0,1800.0,147.0,2014,635,99.53,39.93
Micromax,Android,15.24,no,no,8.0,5.0,16.0,4.0,2450.0,180.0,2014,983,168.59,50.74
Micromax,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,147.0,2013,613,149.55,59.78
Micromax,Android,10.16,no,no,2.0,0.3,512.0,0.25,1500.0,118.0,2013,1015,60.19,17.97
Micromax,Android,12.7,no,no,5.0,0.3,16.0,4.0,3000.0,118.0,2013,769,90.56,36.12
Micromax,Android,12.7,no,no,12.0,2.0,16.0,4.0,2000.0,118.0,2013,692,179.08,71.62
Micromax,Android,12.7,no,no,13.0,5.0,16.0,4.0,2000.0,118.0,2013,723,240.65,96.13
Micromax,Android,20.32,no,no,5.0,2.0,16.0,4.0,4800.0,118.0,2013,1032,171.39,51.35
Micromax,Android,10.95,no,no,5.0,0.3,16.0,4.0,1500.0,118.0,2013,793,90.49,36.15
Micromax,Android,10.95,no,no,2.0,0.3,16.0,4.0,1850.0,118.0,2013,577,60.24,30.21
Micromax,Android,13.81,no,no,12.0,5.0,16.0,4.0,2600.0,220.0,2013,1047,229.55,68.82
Micromax,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,118.0,2013,781,109.39,43.62
Micromax,Android,12.7,no,no,13.0,5.0,16.0,4.0,2000.0,158.0,2013,965,227.97,68.35
Micromax,Android,10.95,no,no,5.0,0.3,16.0,4.0,1800.0,118.0,2013,956,110.61,33.2
Micromax,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,164.0,2013,823,179.65,53.95
Micromax,Others,6.35,no,no,0.3,0.3,16.0,4.0,2000.0,108.0,2013,603,20.15,7.97
Micromax,Others,6.35,no,no,0.3,0.3,16.0,4.0,2000.0,98.6,2013,748,20.5,8.26
Micromax,Others,6.03,no,no,0.3,0.3,16.0,4.0,2000.0,118.0,2013,596,19.21,9.74
Micromax,Others,5.72,no,no,0.3,0.3,16.0,4.0,2000.0,118.0,2013,694,21.02,8.46
Micromax,Others,14.76,no,no,0.3,0.3,16.0,4.0,2000.0,118.0,2013,986,10.11,3.06
Micromax,Others,5.4,no,no,0.3,0.3,16.0,4.0,2000.0,118.0,2013,1016,41.5,12.41
Micromax,Others,6.35,no,no,0.3,0.3,16.0,4.0,2000.0,92.0,2013,946,30.17,8.99
Micromax,Android,13.18,no,no,8.0,2.0,16.0,4.0,2100.0,168.0,2013,780,190.32,75.93
Micromax,Android,17.78,no,no,2.0,0.3,16.0,4.0,3000.0,370.0,2013,706,129.73,51.95
Micromax,Android,17.78,no,no,2.0,0.3,16.0,4.0,3000.0,323.0,2013,726,121.48,48.56
Micromax,Android,17.78,no,no,2.0,0.3,16.0,4.0,2000.0,118.0,2013,645,97.9,39.18
Micromax,Android,17.78,no,no,2.0,0.3,16.0,4.0,3000.0,118.0,2013,1071,99.47,29.89
Micromax,Android,12.7,no,no,3.15,0.3,16.0,4.0,2000.0,186.0,2013,1025,89.69,26.83
Micromax,Android,10.95,no,no,5.0,0.3,16.0,4.0,2000.0,149.1,2013,969,118.47,35.64
Micromax,Android,8.41,no,no,3.15,0.3,16.0,4.0,2000.0,109.0,2013,833,69.21,20.77
Micromax,Android,8.41,no,no,2.0,0.3,512.0,0.25,1500.0,118.0,2013,1008,67.83,20.5
Micromax,Android,12.7,no,no,5.0,0.3,16.0,4.0,2000.0,118.0,2013,667,150.19,60.09
Micromax,Android,12.7,no,no,8.0,2.0,16.0,4.0,2000.0,156.0,2013,669,228.59,91.47
Micromax,Android,23.02,no,no,3.15,0.3,1024.0,4.0,1450.0,118.0,2013,836,90.37,27.08
Microsoft,Windows,12.7,yes,no,8.0,5.0,16.0,4.0,2000.0,122.0,2016,961,149.74,45.07
Microsoft,Windows,13.81,yes,no,20.0,5.0,32.0,4.0,3340.0,165.0,2015,931,349.17,104.54
Microsoft,Windows,13.81,yes,no,20.0,5.0,32.0,4.0,3340.0,165.0,2015,820,348.45,104.48
Microsoft,Windows,13.02,yes,no,20.0,5.0,32.0,4.0,3000.0,150.0,2015,692,279.32,111.7
Microsoft,Windows,13.02,yes,no,20.0,5.0,32.0,4.0,3000.0,150.0,2015,751,280.31,111.97
Microsoft,Windows,11.27,yes,no,5.0,2.0,32.0,4.0,2100.0,141.9,2015,790,89.87,35.87
Microsoft,Windows,12.7,no,no,8.0,5.0,32.0,4.0,2200.0,152.0,2015,965,100.67,29.98
Microsoft,Windows,10.16,no,no,2.0,0.3,32.0,4.0,1500.0,127.9,2015,890,69.21,20.78
Microsoft,Windows,13.81,yes,no,13.0,5.0,32.0,4.0,3000.0,171.0,2015,823,201.61,60.34
Microsoft,Windows,13.81,yes,no,13.0,5.0,32.0,4.0,3000.0,171.0,2015,956,199.76,59.96
Microsoft,Windows,13.81,no,no,13.0,5.0,32.0,4.0,3000.0,171.0,2015,949,169.15,50.72
Microsoft,Windows,13.81,no,no,13.0,5.0,32.0,4.0,3000.0,171.0,2015,937,171.31,51.31
Microsoft,Windows,12.7,yes,no,8.0,1.0,32.0,4.0,2500.0,145.0,2015,874,151.36,45.25
Microsoft,Windows,12.7,yes,no,8.0,1.0,32.0,4.0,2500.0,145.0,2015,564,119.91,59.89
Microsoft,Windows,12.7,no,no,8.0,1.0,32.0,4.0,2500.0,145.0,2015,1017,169.52,50.89
Microsoft,Windows,10.16,no,no,5.0,0.3,32.0,4.0,1560.0,136.3,2015,1083,90.91,27.26
Microsoft,Windows,10.16,no,no,5.0,0.3,32.0,4.0,1560.0,136.3,2015,696,89.11,35.71
Microsoft,Windows,10.16,no,no,2.0,0.3,32.0,4.0,1560.0,134.1,2015,670,70.94,28.3
